london_company_id,company_name,secretary,office,london_address_cleaned
anglosumatrarubbercompany_blaikjeandboyd_23_thistlestreet_edinburgh,Anglo Sumatra Rubber Company,Blaikje and Boyd,"23, Thistle Street, Edinburgh","23, Thistle Street, Edinburgh"
anglosumatrarubbercompany_brewis_rainie_boyd_6_darnawaystreet_edinburgh,Anglo Sumatra Rubber Company,"Brewis, Rainie & Boyd","6, Darnaway Street, Edinburgh","6, Darnaway Street, Edinburgh"
anglosumatrarubbercompany_brewis_rainie_boyd_6_darnwaystreet_edinburgh,Anglo Sumatra Rubber Company,"Brewis, Rainie & Boyd","6, Darnway Street, Edinburgh","6, Darnaway Street, Edinburgh"
anglosumatrarubbercompany_brewis_rainieandbod_6_darnwaystreet_edinburgh,Anglo Sumatra Rubber Company,"Brewis, Rainie and Bod","6, Darnway Street, Edinburgh","6, Darnaway Street, Edinburgh"
anglosumatrarubbercompany_brewis_rainieandboy_6_darnawaystreet_edinburgh,Anglo Sumatra Rubber Company,"Brewis, Rainie and Boy","6, Darnaway Street, Edinburgh","6, Darnaway Street, Edinburgh"
anglosumatrarubbercompany_brewis_rainieandboyd_6_darnawaystreet_edinburgh,Anglo Sumatra Rubber Company,"Brewis, Rainie and Boyd","6, Darnaway Street, Edinburgh","6, Darnaway Street, Edinburgh"
anglosumatrarubbercompany_brewis_rainieandboyd_6_darnwaystreet_edinburgh,Anglo Sumatra Rubber Company,"Brewis, Rainie and Boyd","6, Darnway Street, Edinburgh","6, Darnaway Street, Edinburgh"
anglosumatrarubbercompany_brewis_rainieandboyd_c_a__6_darnawaystreet_edinburgh,Anglo Sumatra Rubber Company,"Brewis, Rainie and Boyd, C. A.","6, Darnaway Street, Edinburgh","6, Darnaway Street, Edinburgh"
ankolateaandrubbercompany_harrisonsandcrosfied_1_4_greattowerstreet_e_c_,Ankola Tea and Rubber Company,Harrisons and Crosfied,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
ankolateaandrubbercompany_harrisonsandcrosfield_1_4_greattowerst_e_c_,Ankola Tea and Rubber Company,Harrisons and Crosfield,"1-4, Great Tower St, E.C.","1-4, Great Tower Street, E.C."
ankolateaandrubbercompany_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Ankola Tea and Rubber Company,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
ankollateaandrubbercompany_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Ankolla Tea and Rubber Company,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
arinemteacompany_n_a_6_8_princestreet_perth,Arinem Tea Company,N/A,"6-8, Prince Street, Perth","6-8, Princes Street, Perth"
arinemteacompany_noadbrother_6_8_princesstreet_perth,Arinem Tea Company,Noad Brother,"6-8, Princes Street, Perth","6-8, Princes Street, Perth"
arinemteacompany_noadbrother_6_8_princestreet_perth,Arinem Tea Company,Noad Brother,"6-8, Prince Street, Perth","6-8, Princes Street, Perth"
arinemteacompany_noadbrothers_6_8_princesstreet_perth,Arinem Tea Company,Noad Brothers,"6-8, Princes Street, Perth","6-8, Princes Street, Perth"
arinemteacompany_noadbrothers_st_catherineroad_perth,Arinem Tea Company,Noad Brothers,"St. Catherine Road, Perth","St. Catherine's Road, Perth"
asahan_sumatra_rubberestates_h_gunter_42_5_newbroadstreet_e_c_,Asahan (Sumatra) Rubber Estates,H. Gunter,"42-5, New Broad Street, E.C.","42-45, New Broad Street, E.C."
asahan_sumatra_rubberestates_limited_h_gunter_42_5_newbroadstreet_e_c_,"Asahan (Sumatra) Rubber Estates, Limited",H. Gunter,"42-5, New Broad Street, E.C.","42-45, New Broad Street, E.C."
asahan_sumatrarubberestates__h_gunter_42_5_newbroadstreet_e_c_,Asahan (Sumatra Rubber Estates),H. Gunter,"42-5, New Broad Street, E.C.","42-45, New Broad Street, E.C."
asahanrubberestates_h_gunter_orienthouse_42_5_newbroadstreet_e_c_,Asahan Rubber Estates,H. Gunter,"Orient House, 42-5, New Broad Street, E.C.","Orient House, 42-45, New Broad Street, E.C."
asahanrubberestates_harrisonsandcrosfied_1_4_greattowerstreet_e_c_,Asahan Rubber Estates,Harrisons and Crosfied,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
asahanrubberestates_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Asahan Rubber Estates,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
asiaticindustries_harrisonsandcrosfied_1_4_greattowerstreet_e_c_,Asiatic Industries,Harrisons and Crosfied,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
asiaticindustries_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Asiatic Industries,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
asiaticindustries_n_a_n_a,Asiatic Industries,N/A,N/A,""
assam_dooarsteacompany_n_a_137_westgeorgestreet_glasgow,Assam-Dooars Tea Company,N/A,"137, West George Street, Glasgow","137, West George Street, Glasgow"
assam_dooarsteacompany_walterduncanandco_137_westgeorgestreet_glasgow,Assam-Dooars Tea Company,Walter Duncan and Co,"137, West George Street, Glasgow","137, West George Street, Glasgow"
assam_dooarsteacompany_walterduncanandco__137_westgeorgestreet_glasgow,Assam-Dooars Tea Company,Walter Duncan and Co.,"137, West George Street, Glasgow","137, West George Street, Glasgow"
assamcompany_h_derusett_5_laurencepountnehill_e_c_,Assam Company,H. de Rusett,"5, Laurence Pountne Hill, E.C.","5, Laurence Pountney Hill, E.C."
assamcompany_h_derusett_5_laurencepountneyhill_e_c_,Assam Company,H. de Rusett,"5, Laurence Pountney Hill, E.C.","5, Laurence Pountney Hill, E.C."
assamcompany_h_derusett_5_laurencepountneyhill_e_c_a,Assam Company,H. de Rusett,"5, Laurence Pountney Hill, E.C. A","5, Laurence Pountney Hill, E.C."
assamfrontierteacompany_r_g_shawandco__winchesterhouse_oldbroadstreet,Assam Frontier Tea Company,R. G. Shaw and Co.,"Winchester House, Old Broad Street","Winchester House, Old Broad Street, E.C."
assamfrontierteacompany_r_g_shawandco__winchesterhouse_oldbroadstreet_e_c_,Assam Frontier Tea Company,R. G. Shaw and Co.,"Winchester House, Old Broad Street, E.C.","Winchester House, Old Broad Street, E.C."
assamfrontierteacompany_r_g_shawandco__winchesterhouse_oldbroadstreete_c_,Assam Frontier Tea Company,R. G. Shaw and Co.,"Winchester House, Old Broad Street E.C.","Winchester House, Old Broad Street, E.C."
assamfrontierteacompany_r_g_shawandco_winchesterhouse_oldbroadstreete_c_,Assam Frontier Tea Company,R. G. Shaw and Co,"Winchester House, Old Broad Street E.C.","Winchester House, Old Broad Street, E.C."
asshanrubberestates_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Asshan Rubber Estates,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
associatedteaestatesofceylon_limited_rowe_whiteandco__4_lloydsavenue_e_c_,"Associated Tea Estates of Ceylon, Limited","Rowe, White and Co.","4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
associatedteaestatesofceylon_ltd__rowe_whiteandco__4_lloydsavenue_e_c_,"Associated Tea Estates of Ceylon, Ltd.","Rowe, White and Co.","4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
associatedteaestatesofceylon_ltd_rowe_whiteandco__4_lloydsavenue_e_c_,"Associated Tea Estates of Ceylon, Ltd","Rowe, White and Co.","4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
associatedteaestatesofceylon_rowe_whiteandco__4_lloydsavenue_e_c_,Associated Tea Estates of Ceylon,"Rowe, White and Co.","4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
associatedteaestatesofceylon_rowewhiteandco__4_lloydsavenue_e_c_,Associated Tea Estates of Ceylon,Rowe White and Co.,"4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
associetedteaestatesofceylon_rowe_whiteandco__4_lloydsavenue_e_c_,Associeted Tea Estates of Ceylon,"Rowe, White and Co.","4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
atlassecuritiescompany_henryportlockandco__186_bishopsgate_e_c_,Atlas Securities Company,Henry Portlock and Co.,"186, Bishopsgate, E.C.","186, Bishopsgate, E.C."
attareekatteacompany_georgewilliamsonandco__138_leadenhallstreet_e_c_,Attaree Kat Tea Company,George Williamson and Co.,"138, Leadenhall Street, E.C.","138, Leadenhall Street, E.C."
attareekhatteacompany_georgewilliamsonandco_138_leadenhallstreet_e_c_3,Attaree Khat Tea Company,George Williamson and Co,"138, Leadenhall Street, E.C. 3","138, Leadenhall Street, E.C.3"
attareekhatteacompany_georgewilliamsonandco__138_leadenhallstreet_e_c_,Attaree Khat Tea Company,George Williamson and Co.,"138, Leadenhall Street, E.C.","138, Leadenhall Street, E.C."
augustateaestatescompany_a_b_tomkins_hollandhouse_burystreet_e_c_,Augusta Tea Estates Company,A. B. Tomkins,"Holland House, Bury Street, E.C.","Holland House, Bury Street, E.C."
augustateaestatescompany_a_b_tomkins_hollandhouse_burystreete_c_,Augusta Tea Estates Company,A. B. Tomkins,"Holland House, Bury Street E.C.","Holland House, Bury Street, E.C."
augustteaestatescompany_a_b_tomkins_hollandhouse_burystreete_c_,August Tea Estates Company,A. B. Tomkins,"Holland House, Bury Street E.C.","Holland House, Bury Street, E.C."
averjernehrubberestates_britishnorthborneorubbertrust_104_winchesterhouse_e_c_,Aver Jerneh Rubber Estates,British North Borneo Rubber Trust,"104, Winchester House, E.C.","104, Winchester House, E.C."
averkuning_f_m_s__rubberco__ltd__thomasbarlowandbrother_49_51_eastcheap_e_c_,"Aver Kuning (F. M. S.) Rubber Co., Ltd.",Thomas Barlow and Brother,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
averkuning_f_m_s__rubbercompany_thomasbarlowandbrother_49_51_eastcheap_e_c_,Aver Kuning (F.M.S.) Rubber Company,Thomas Barlow and Brother,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
averkuning_m_s__rubbercompany_thomasbarlowandbrother_49_51_eastcheap_e_c_,Aver Kuning (M. S.) Rubber Company,Thomas Barlow and Brother,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
averkuning_m_s_rubbercompany__thomasbarlowandbrother_49_51_eastcheap_e_c_,Aver Kuning (M. S. Rubber Company),Thomas Barlow and Brother,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
ayerjernehrubberestates_britishnorthborneorubbertrust_104_winchesterhouse_e_c_,Ayer Jerneh Rubber Estates,British North Borneo Rubber Trust,"104, Winchester House, E.C.","104, Winchester House, E.C."
ayerjernerubberestates_r_lawrencespicerandco__3_4_greatwinchesterstreet_e_c_,Ayer Jerne Rubber Estates,R. Lawrence Spicer and Co.,"3-4, Great Winchester Street, E.C.","3-4, Great Winchester Street, E.C."
ayerkining_fms_rubbercompany_thomasbarlowandbrother_49_51_eastcheap_e_c_,Ayer Kining (FMS) Rubber Company,Thomas Barlow and Brother,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
ayerkuning_f_m_s__rubbercompany_thomasbarlowandbrother_49_51_eastcheap_e_c_,Ayer Kuning (F.M.S.) Rubber Company,Thomas Barlow and Brother,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
ayerkuning_m_s__rubbercompany_thomasbarlowandbrother_49_51_eastcheap_e_c_,Ayer Kuning (M. S.) Rubber Company,Thomas Barlow and Brother,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
ayerkuningrubbercompany_thomasbarlowandbrother_49_51_eastcheap_e_c_,Ayer Kuning Rubber Company,Thomas Barlow and Brother,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
baanselangorcompany_c_a_massot_234_5_salisburyhouse_e_c_,Baan Selangor Company,C. A. Massot,"234-5, Salisbury House, E.C.","234-235, Salisbury House, E.C."
badekrubberestate_ltd__thomasbarlowandbrother_49_51_eastcheap_e_c_,"Badek Rubber Estate, Ltd.",Thomas Barlow and Brother,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
badekrubberestate_thomasbarlowandbrother_49_51_eastcheap_e_c_,Badek Rubber Estate,Thomas Barlow and Brother,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
baduliparteacompany_octaviussteelandco__4_fenchurchavenue_e_c_,Badulipar Tea Company,Octavius Steel and Co.,"4, Fenchurch Avenue, E.C.","4, Fenchurch Avenue, E.C."
baganseraico__ltd__p_e_l_taylor_8_9_pinnerhall_austinfriars_e_c_,"Bagan Serai Co., Ltd.",P. E. L. Taylor,"8-9, Pinner Hall, Austin Friars, E.C.","Pinners Hall, 8-9, Austin Friars, E.C."
baganseraicompany_f_e_maguire_pinnerhall_8_9_austinfriars_e_c_,Bagan Serai Company,F. E. Maguire,"Pinner Hall, 8-9, Austin Friars, E.C.","Pinners Hall, 8-9, Austin Friars, E.C."
baganseraicompany_f_e_maguire_pinnershall_8_9_austinfriars_e_c_,Bagan Serai Company,F. E. Maguire,"Pinners Hall, 8-9, Austin Friars, E.C.","Pinners Hall, 8-9, Austin Friars, E.C."
baganseraicompany_p_e_l_taylor_8_9_austinfriars_e_c_,Bagan Serai Company,P. E. L. Taylor,"8-9, Austin Friars, E.C.","8-9, Austin Friars, E.C."
baganseraicompany_p_e_l_taylor_pinnershall_8_9_austinfriars_e_c,Bagan Serai Company,P. E. L. Taylor,"Pinners Hall, 8-9, Austin Friars, E.C","Pinners Hall, 8-9, Austin Friars, E.C."
baganseraicompany_p_e_l_taylor_pinnershall_8_9_austinfriars_e_c_,Bagan Serai Company,P. E. L. Taylor,"Pinners Hall, 8-9, Austin Friars, E.C.","Pinners Hall, 8-9, Austin Friars, E.C."
baganseraicompany_p_e_l_taylor_pinnershall_austinfriars_e_c_,Bagan Serai Company,P. E. L. Taylor,"Pinners Hall, Austin Friars, E.C.","Pinners Hall, Austin Friars, E.C."
bahliaatobaccoandrubberestates_harrisonsandcrosfied_1_4_greattowerstreet_e_c_,Bah Liaa Tobacco and Rubber Estates,Harrisons and Crosfied,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
bahliastobaccoandrubberestates_harrisonsandcrosfield_1_4_greattowerst_e_c_,Bah Lias Tobacco and Rubber Estates,Harrisons and Crosfield,"1-4, Great Tower St, E.C.","1-4, Great Tower Street, E.C."
bahliastobaccoandrubberestates_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Bah Lias Tobacco and Rubber Estates,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
bahliatobaccoandrubberestates_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Bah Lia Tobacco and Rubber Estates,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
bahrselangorrubbercompany_f_m_flavell_139_cannonstreet_e_c_,Bahr Selangor Rubber Company,F. M. Flavell,"139, Cannon Street, E.C.","139, Cannon Street, E.C."
bahruselangorrubbercompany_f_m_flaveli_139_cannonstreet_e_c_,Bahru Selangor Rubber Company,F. M. Flaveli,"139, Cannon Street, E.C.","139, Cannon Street, E.C."
bahruselangorrubbercompany_f_m_flavell_139_cannonstreet_e_c_,Bahru Selangor Rubber Company,F. M. Flavell,"139, Cannon Street, E.C.","139, Cannon Street, E.C."
bairubberandcocoaestates_j_k_turner_17_brunswickstreet_liverpool,Bai Rubber and Cocoa Estates,J. K. Turner,"17, Brunswick Street, Liverpool","17, Brunswick Street, Liverpool"
bairubberandcocoaestates_j_k_turner_31_jamesstreet_liverpool,Bai Rubber and Cocoa Estates,J. K. Turner,"31, James Street, Liverpool","31, James Street, Liverpool"
bairubberandcocoaestates_n_a_n_a,Bai Rubber and Cocoa Estates,N/A,N/A,""
bajoekidoelrubberandproduce_harrisonsandcrosfield_1_4_greattowerst_e_c_,Bajoe Kidoel Rubber and Produce,Harrisons and Crosfield,"1-4, Great Tower St, E.C.","1-4, Great Tower Street, E.C."
bajoekidoelrubberandproduce_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Bajoe Kidoel Rubber and Produce,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
bajoekidoelrubberandproduceco__ltd__harrisonsandcrosfield_49_51_eastcheap_e_c_,"Bajoe Kidoel Rubber and Produce Co., Ltd.",Harrisons and Crosfield,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
bajoekidoelrubberandproducecompany_harrisonsandcrosfied_1_4_greattowerstreet_e_c_,Bajoe Kidoel Rubber and Produce Company,Harrisons and Crosfied,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
bajoekidoelrubberandproducecompany_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Bajoe Kidoel Rubber and Produce Company,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
bajoekidoelrubberandproducecompany_harrisonsandcrosfield_49_51_eastcheap_e_c_,Bajoe Kidoel Rubber and Produce Company,Harrisons and Crosfield,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
bajoekidoelrubbercompany_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Bajoe Kidoel Rubber Company,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
bajoekidoerubberandproducecompany_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Bajoe Kidoe Rubber and Produce Company,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
bakaprubberplantations_georgewilliamsonandco_138_leadenhallstreet_e_c_,Bakap Rubber Plantations,George Williamson and Co,"138, Leadenhall Street, E.C.","138, Leadenhall Street, E.C."
bakaprubberplantations_georgewilliamsonandco__138_leadenhallstreet_e_c_,Bakap Rubber Plantations,George Williamson and Co.,"138, Leadenhall Street, E.C.","138, Leadenhall Street, E.C."
bakaprubberplantations_ltd__georgewilliamsonandco__138_leadenhallstreet_e_c_,"Bakap Rubber Plantations, Ltd.",George Williamson and Co.,"138, Leadenhall Street, E.C.","138, Leadenhall Street, E.C."
bakaprubberplantations_ltd_georgewilliamsonandco__138_leadenhallstreet_e_c_,"Bakap Rubber Plantations, Ltd",George Williamson and Co.,"138, Leadenhall Street, E.C.","138, Leadenhall Street, E.C."
bakarubberplantations_georgewilliamsonandco_138_leadenhallstreet_e_c_,Baka Rubber Plantations,George Williamson and Co,"138, Leadenhall Street, E.C.","138, Leadenhall Street, E.C."
bakarubberplantations_georgewilliamsonandco__138_leadenhallstreet_e_c_,Baka Rubber Plantations,George Williamson and Co.,"138, Leadenhall Street, E.C.","138, Leadenhall Street, E.C."
baliastobaccoandrubberestates_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Ba Lias Tobacco and Rubber Estates,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
balijanteacompany_plantersstoresandagency_17_st_helensplace_e_c_,Balijan Tea Company,Planters Stores and Agency,"17, St. Helens Place, E.C.","17, St. Helen's Place, E.C."
balijanteacompany_plantersstoresandagencyco__17_st_helensplace_e_c_,Balijan Tea Company,Planters Stores and Agency Co.,"17, St. Helens Place, E.C.","17, St. Helen's Place, E.C."
balmoral_ceylon_estates_c_m_robertson_c_g_bois_12_fenchurchstreet_e_c_,Balmoral (Ceylon) Estates,"C. M. Robertson, C. G. Bois","12, Fenchurch Street, E.C.","12, Fenchurch Street, E.C."
balmoral_ceylon_estatesco__ltd__c_m_robertson_c_g_bois_12_fenchurchstreet_e_c_,"Balmoral (Ceylon) Estates Co., Ltd.","C. M. Robertson, C. G. Bois","12, Fenchurch Street, E.C.","12, Fenchurch Street, E.C."
balmoral_ceylon_estatesco__ltd_robertson_boisandco__12_fenchurchstreet_e_c_,"Balmoral (Ceylon) Estates Co., Ltd","Robertson, Bois and Co.","12, Fenchurch Street, E.C.","12, Fenchurch Street, E.C."
balmoral_ceylon_estatescompany_c_m_robertson_c_g_bois_12_fenchurchstreet_e_c_,Balmoral (Ceylon) Estates Company,C. M. Robertson & C. G. Bois,"12, Fenchurch Street, E.C.","12, Fenchurch Street, E.C."
balmoral_ceylon_estatescompany_robertson_boisandco__12_fenchurchstreet_e_c_,Balmoral (Ceylon) Estates Company,"Robertson, Bois and Co.","12, Fenchurch Street, E.C.","12, Fenchurch Street, E.C."
balmoralestatescompany_c_m_robertson_c_g_bois_12_fenchurchstreet_e_c_,Balmoral Estates Company,"C. M. Robertson, C. G. Bois","12, Fenchurch Street, E.C.","12, Fenchurch Street, E.C."
bambrakelly_ceylon_tea_rubberco__harrisonsandcrosfield_11_idollane_e_c_,Bambrakelly (Ceylon) Tea & Rubber Co.,Harrisons and Crosfield,"11, Idol Lane, E.C.","11, Idol Lane, E.C."
bambrakelly_ceylon_tea_rubbercompany_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Bambrakelly (Ceylon) Tea & Rubber Company,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
bambrakelly_ceylon_teaandrubber_harrisonsandcrosfield_1_4_greattowerst_e_c_,Bambrakelly (Ceylon) Tea and Rubber,Harrisons and Crosfield,"1-4, Great Tower St, E.C.","1-4, Great Tower Street, E.C."
bambrakelly_ceylon_teaandrubberco__harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Bambrakelly (Ceylon) Tea and Rubber Co.,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
